attendance_id,student_id,date,status
ATT000310,2,2016-03-11,Present
ATT000311,2,2016-03-21,Present
ATT000312,2,2016-03-22,Present
ATT000313,2,2016-03-23,Present
ATT000314,2,2016-03-24,Present
ATT000315,2,2016-03-25,Present
ATT000316,2,2016-03-28,Present
ATT000317,2,2016-03-29,Present
ATT000318,2,2016-03-30,Present
ATT000319,2,2016-03-31,Present
ATT000320,2,2016-04-01,Present
ATT000321,2,2016-04-04,Present
ATT000322,2,2016-04-05,Present
ATT000323,2,2016-04-06,Present
ATT000324,2,2016-04-07,Present
ATT000325,2,2016-04-08,Present
ATT000326,2,2016-04-11,Present
ATT000327,2,2016-04-12,Present
ATT000328,2,2016-04-13,Present
ATT000329,2,2016-04-14,Present
ATT000330,2,2016-04-15,Present
ATT000331,2,2016-04-18,Present
ATT000332,2,2016-04-19,Present
ATT000333,2,2016-04-20,Present
ATT000334,2,2016-04-21,Present
ATT000335,2,2016-04-22,Present
ATT000336,2,2016-04-25,Present
ATT000337,2,2016-04-26,Present
ATT000338,2,2016-04-27,Present
ATT000339,2,2016-04-28,Present
ATT000340,2,2016-04-29,Present
ATT000341,2,2016-05-02,Tardy
ATT000342,2,2016-05-03,Present
ATT000343,2,2016-05-04,Present
ATT000344,2,2016-05-05,Present
ATT000345,2,2016-05-06,Present
ATT000346,2,2016-05-09,Absent
ATT000347,2,2016-05-10,Present
ATT000348,2,2016-05-11,Present
ATT000349,2,2016-05-12,Present
ATT000350,2,2016-05-13,Present
ATT000351,2,2016-05-16,Present
ATT000352,2,2016-05-17,Present
ATT000353,2,2016-05-18,Present
ATT000354,2,2016-05-19,Present
ATT000355,2,2016-05-20,Present
ATT000356,2,2016-05-23,Present
ATT000357,2,2016-05-24,Present
ATT000358,2,2016-05-25,Present
ATT000359,2,2016-05-26,Excused
ATT000360,2,2016-05-27,Present
ATT000361,2,2016-05-31,Present
ATT000362,2,2016-06-01,Present
ATT000363,2,2016-06-02,Present
ATT000364,2,2016-06-03,Present
ATT000365,3,2015-08-24,Present
ATT000366,3,2015-08-25,Present
ATT000367,3,2015-08-26,Present
ATT000368,3,2015-08-27,Present
ATT000369,3,2015-08-28,Present
ATT000370,3,2015-08-31,Present
ATT000371,3,2015-09-01,Present
ATT000372,3,2015-09-02,Present
ATT000373,3,2015-09-03,Present
ATT000374,3,2015-09-04,Excused
ATT000375,3,2015-09-08,Present
ATT000376,3,2015-09-09,Present
ATT000377,3,2015-09-10,Present
ATT000378,3,2015-09-11,Present
ATT000379,3,2015-09-14,Present
ATT000380,3,2015-09-15,Present
ATT000381,3,2015-09-16,Present
ATT000382,3,2015-09-17,Present
ATT000383,3,2015-09-18,Present
ATT000384,3,2015-09-21,Present
ATT000385,3,2015-09-22,Present
ATT000386,3,2015-09-23,Absent
ATT000387,3,2015-09-24,Present
ATT000388,3,2015-09-25,Present
ATT000389,3,2015-09-28,Tardy
ATT000390,3,2015-09-29,Present
ATT000391,3,2015-09-30,Present
ATT000392,3,2015-10-01,Present
ATT000393,3,2015-10-02,Present
ATT000394,3,2015-10-05,Present
ATT000395,3,2015-10-06,Tardy
ATT000396,3,2015-10-07,Present
ATT000397,3,2015-10-08,Present
ATT000398,3,2015-10-09,Present
ATT000399,3,2015-10-13,Present
ATT000400,3,2015-10-14,Present
ATT000401,3,2015-10-15,Present
ATT000402,3,2015-10-16,Present
ATT000403,3,2015-10-19,Present
ATT000404,3,2015-10-20,Present
ATT000405,3,2015-10-21,Present
ATT000406,3,2015-10-22,Absent
ATT000407,3,2015-10-23,Present
ATT000408,3,2015-10-26,Present
ATT000409,3,2015-10-27,Present
ATT000410,3,2015-10-28,Present
ATT000411,3,2015-10-29,Present
ATT000412,3,2015-10-30,Present
ATT000413,3,2015-11-02,Present
ATT000414,3,2015-11-03,Present
ATT000415,3,2015-11-04,Present
ATT000416,3,2015-11-05,Present
ATT000417,3,2015-11-06,Present
ATT000418,3,2015-11-09,Present
ATT000419,3,2015-11-10,Present
ATT000420,3,2015-11-12,Present
ATT000421,3,2015-11-13,Present
ATT000422,3,2015-11-16,Present
ATT000423,3,2015-11-17,Present
ATT000424,3,2015-11-18,Present
ATT000425,3,2015-11-19,Present
ATT000426,3,2015-11-20,Excused
ATT000427,3,2015-11-23,Present
ATT000428,3,2015-11-24,Present
ATT000429,3,2015-11-25,Present
ATT000430,3,2015-11-30,Present
ATT000431,3,2015-12-01,Present
ATT000432,3,2015-12-02,Present
ATT000433,3,2015-12-03,Present
ATT000434,3,2015-12-04,Present
ATT000435,3,2015-12-07,Present
ATT000436,3,2015-12-08,Present
ATT000437,3,2015-12-09,Present
ATT000438,3,2015-12-10,Present
ATT000439,3,2015-12-11,Present
ATT000440,3,2015-12-14,Present
ATT000441,3,2015-12-15,Present
ATT000442,3,2015-12-16,Present
ATT000443,3,2015-12-17,Present
ATT000444,3,2015-12-18,Present
ATT000445,3,2016-01-04,Present
ATT000446,3,2016-01-05,Present
ATT000447,3,2016-01-06,Present
ATT000448,3,2016-01-07,Present
ATT000449,3,2016-01-08,Present
ATT000450,3,2016-01-11,Present
ATT000451,3,2016-01-12,Present
ATT000452,3,2016-01-13,Present
ATT000453,3,2016-01-14,Present
ATT000454,3,2016-01-15,Present
ATT000455,3,2016-01-19,Present
ATT000456,3,2016-01-20,Present
ATT000457,3,2016-01-21,Present
ATT000458,3,2016-01-22,Present
ATT000459,3,2016-01-25,Present
ATT000460,3,2016-01-26,Present
ATT000461,3,2016-01-27,Present
ATT000462,3,2016-01-28,Present
ATT000463,3,2016-01-29,Present
ATT000464,3,2016-02-01,Present
ATT000465,3,2016-02-02,Present
ATT000466,3,2016-02-03,Tardy
ATT000467,3,2016-02-04,Present
ATT000468,3,2016-02-05,Present
ATT000469,3,2016-02-08,Present
ATT000470,3,2016-02-09,Excused
ATT000471,3,2016-02-10,Present
ATT000472,3,2016-02-11,Present
ATT000473,3,2016-02-12,Present
ATT000474,3,2016-02-16,Present
ATT000475,3,2016-02-17,Present
ATT000476,3,2016-02-18,Present
ATT000477,3,2016-02-19,Present
ATT000478,3,2016-02-22,Present
ATT000479,3,2016-02-23,Present
ATT000480,3,2016-02-24,Present
ATT000481,3,2016-02-25,Present
ATT000482,3,2016-02-26,Present
ATT000483,3,2016-02-29,Present
ATT000484,3,2016-03-01,Present
ATT000485,3,2016-03-02,Present
ATT000486,3,2016-03-03,Present
ATT000487,3,2016-03-04,Present
ATT000488,3,2016-03-07,Present
ATT000489,3,2016-03-08,Present
ATT000490,3,2016-03-09,Present
ATT000491,3,2016-03-10,Present
ATT000492,3,2016-03-11,Present
ATT000493,3,2016-03-21,Present
ATT000494,3,2016-03-22,Present
ATT000495,3,2016-03-23,Present
ATT000496,3,2016-03-24,Present
ATT000497,3,2016-03-25,Present
ATT000498,3,2016-03-28,Present
ATT000499,3,2016-03-29,Present
ATT000500,3,2016-03-30,Excused
ATT000501,3,2016-03-31,Present
ATT000502,3,2016-04-01,Present
ATT000503,3,2016-04-04,Present
ATT000504,3,2016-04-05,Absent
ATT000505,3,2016-04-06,Present
ATT000506,3,2016-04-07,Present
ATT000507,3,2016-04-08,Present
ATT000508,3,2016-04-11,Present
ATT000509,3,2016-04-12,Present
ATT000510,3,2016-04-13,Present
ATT000511,3,2016-04-14,Tardy
ATT000512,3,2016-04-15,Present
ATT000513,3,2016-04-18,Present
ATT000514,3,2016-04-19,Tardy
ATT000515,3,2016-04-20,Present
ATT000516,3,2016-04-21,Present
ATT000517,3,2016-04-22,Present
ATT000518,3,2016-04-25,Present
ATT000519,3,2016-04-26,Excused
ATT000520,3,2016-04-27,Present
ATT000521,3,2016-04-28,Present
ATT000522,3,2016-04-29,Present
ATT000523,3,2016-05-02,Present
ATT000524,3,2016-05-03,Present
ATT000525,3,2016-05-04,Present
ATT000526,3,2016-05-05,Present
ATT000527,3,2016-05-06,Present
ATT000528,3,2016-05-09,Present
ATT000529,3,2016-05-10,Present
ATT000530,3,2016-05-11,Present
ATT000531,3,2016-05-12,Present
ATT000532,3,2016-05-13,Present
ATT000533,3,2016-05-16,Present
ATT000534,3,2016-05-17,Present
ATT000535,3,2016-05-18,Present
ATT000536,3,2016-05-19,Present
ATT000537,3,2016-05-20,Present
ATT000538,3,2016-05-23,Present
ATT000539,3,2016-05-24,Present
ATT000540,3,2016-05-25,Present
ATT000541,3,2016-05-26,Present
ATT000542,3,2016-05-27,Present
ATT000543,3,2016-05-31,Present
ATT000544,3,2016-06-01,Absent
ATT000545,3,2016-06-02,Present
ATT000546,3,2016-06-03,Present
ATT000547,4,2015-08-24,Tardy
ATT000548,4,2015-08-25,Present
ATT000549,4,2015-08-26,Present
ATT000550,4,2015-08-27,Present
ATT000551,4,2015-08-28,Present
ATT000552,4,2015-08-31,Absent
ATT000553,4,2015-09-01,Present
ATT000554,4,2015-09-02,Present
ATT000555,4,2015-09-03,Present
ATT000556,4,2015-09-04,Present
ATT000557,4,2015-09-08,Present
ATT000558,4,2015-09-09,Present
ATT000559,4,2015-09-10,Present
ATT000560,4,2015-09-11,Present
ATT000561,4,2015-09-14,Present
ATT000562,4,2015-09-15,Excused
ATT000563,4,2015-09-16,Present
ATT000564,4,2015-09-17,Excused
ATT000565,4,2015-09-18,Present
ATT000566,4,2015-09-21,Present
ATT000567,4,2015-09-22,Present
ATT000568,4,2015-09-23,Present
ATT000569,4,2015-09-24,Present
ATT000570,4,2015-09-25,Present
ATT000571,4,2015-09-28,Present
ATT000572,4,2015-09-29,Present
ATT000573,4,2015-09-30,Present
ATT000574,4,2015-10-01,Present
ATT000575,4,2015-10-02,Present
ATT000576,4,2015-10-05,Present
ATT000577,4,2015-10-06,Tardy
ATT000578,4,2015-10-07,Present
ATT000579,4,2015-10-08,Present
ATT000580,4,2015-10-09,Present
ATT000581,4,2015-10-13,Present
ATT000582,4,2015-10-14,Present
ATT000583,4,2015-10-15,Present
ATT000584,4,2015-10-16,Present
ATT000585,4,2015-10-19,Present
ATT000586,4,2015-10-20,Present
ATT000587,4,2015-10-21,Present
ATT000588,4,2015-10-22,Present
ATT000589,4,2015-10-23,Present
ATT000590,4,2015-10-26,Present
ATT000591,4,2015-10-27,Present
ATT000592,4,2015-10-28,Present
ATT000593,4,2015-10-29,Present
ATT000594,4,2015-10-30,Present
ATT000595,4,2015-11-02,Present
ATT000596,4,2015-11-03,Present
ATT000597,4,2015-11-04,Present
ATT000598,4,2015-11-05,Present
ATT000599,4,2015-11-06,Present
ATT000600,4,2015-11-09,Present
ATT000601,4,2015-11-10,Present
ATT000602,4,2015-11-12,Present
ATT000603,4,2015-11-13,Present
ATT000604,4,2015-11-16,Present
ATT000605,4,2015-11-17,Present
ATT000606,4,2015-11-18,Present
ATT000607,4,2015-11-19,Present
ATT000608,4,2015-11-20,Present
ATT000609,4,2015-11-23,Present
ATT000610,4,2015-11-24,Present
ATT000611,4,2015-11-25,Present
ATT000612,4,2015-11-30,Present
ATT000613,4,2015-12-01,Present
ATT000614,4,2015-12-02,Present
ATT000615,4,2015-12-03,Present
ATT000616,4,2015-12-04,Present
ATT000617,4,2015-12-07,Absent
ATT000618,4,2015-12-08,Present
ATT000619,4,2015-12-09,Present
ATT000620,4,2015-12-10,Present
ATT000621,4,2015-12-11,Excused
ATT000622,4,2015-12-14,Present
ATT000623,4,2015-12-15,Present
ATT000624,4,2015-12-16,Present
ATT000625,4,2015-12-17,Present
ATT000626,4,2015-12-18,Present
ATT000627,4,2016-01-04,Present
ATT000628,4,2016-01-05,Present
ATT000629,4,2016-01-06,Present
ATT000630,4,2016-01-07,Present
ATT000631,4,2016-01-08,Present
ATT000632,4,2016-01-11,Present
ATT000633,4,2016-01-12,Present
ATT000634,4,2016-01-13,Present
ATT000635,4,2016-01-14,Present
ATT000636,4,2016-01-15,Tardy
ATT000637,4,2016-01-19,Present
ATT000638,4,2016-01-20,Present
ATT000639,4,2016-01-21,Present
ATT000640,4,2016-01-22,Present
ATT000641,4,2016-01-25,Excused
ATT000642,4,2016-01-26,Present
ATT000643,4,2016-01-27,Present
ATT000644,4,2016-01-28,Present
ATT000645,4,2016-01-29,Present
ATT000646,4,2016-02-01,Present
ATT000647,4,2016-02-02,Present
ATT000648,4,2016-02-03,Present
ATT000649,4,2016-02-04,Present
ATT000650,4,2016-02-05,Present
ATT000651,4,2016-02-08,Present
ATT000652,4,2016-02-09,Present
ATT000653,4,2016-02-10,Present
ATT000654,4,2016-02-11,Present
ATT000655,4,2016-02-12,Present
ATT000656,4,2016-02-16,Present
ATT000657,4,2016-02-17,Absent
ATT000658,4,2016-02-18,Present
ATT000659,4,2016-02-19,Present
ATT000660,4,2016-02-22,Present
ATT000661,4,2016-02-23,Present
ATT000662,4,2016-02-24,Present
ATT000663,4,2016-02-25,Present
ATT000664,4,2016-02-26,Absent
ATT000665,4,2016-02-29,Tardy
ATT000666,4,2016-03-01,Present
ATT000667,4,2016-03-02,Present
ATT000668,4,2016-03-03,Present
ATT000669,4,2016-03-04,Present
ATT000670,4,2016-03-07,Present
ATT000671,4,2016-03-08,Present
ATT000672,4,2016-03-09,Present
ATT000673,4,2016-03-10,Present
ATT000674,4,2016-03-11,Present
ATT000675,4,2016-03-21,Present
ATT000676,4,2016-03-22,Present
ATT000677,4,2016-03-23,Present
ATT000678,4,2016-03-24,Present
ATT000679,4,2016-03-25,Present
ATT000680,4,2016-03-28,Present
ATT000681,4,2016-03-29,Present
ATT000682,4,2016-03-30,Present
ATT000683,4,2016-03-31,Present
ATT000684,4,2016-04-01,Present
ATT000685,4,2016-04-04,Present
ATT000686,4,2016-04-05,Present
ATT000687,4,2016-04-06,Present
ATT000688,4,2016-04-07,Present
ATT000689,4,2016-04-08,Present
ATT000690,4,2016-04-11,Present
ATT000691,4,2016-04-12,Absent
ATT000692,4,2016-04-13,Present
ATT000693,4,2016-04-14,Present
ATT000694,4,2016-04-15,Present
ATT000695,4,2016-04-18,Present
ATT000696,4,2016-04-19,Present
ATT000697,4,2016-04-20,Present
ATT000698,4,2016-04-21,Present
ATT000699,4,2016-04-22,Present
ATT000700,4,2016-04-25,Present
ATT000701,4,2016-04-26,Present
ATT000702,4,2016-04-27,Present
ATT000703,4,2016-04-28,Present
ATT000704,4,2016-04-29,Present
ATT000705,4,2016-05-02,Present
ATT000706,4,2016-05-03,Present
ATT000707,4,2016-05-04,Present
ATT000708,4,2016-05-05,Present
ATT000709,4,2016-05-06,Present
ATT000710,4,2016-05-09,Present
ATT000711,4,2016-05-10,Present
ATT000712,4,2016-05-11,Present
ATT000713,4,2016-05-12,Tardy
ATT000714,4,2016-05-13,Present
ATT000715,4,2016-05-16,Present
ATT000716,4,2016-05-17,Present
ATT000717,4,2016-05-18,Present
ATT000718,4,2016-05-19,Present
ATT000719,4,2016-05-20,Present
ATT000720,4,2016-05-23,Present
ATT000721,4,2016-05-24,Present
ATT000722,4,2016-05-25,Present
ATT000723,4,2016-05-26,Present
ATT000724,4,2016-05-27,Present
ATT000725,4,2016-05-31,Present
ATT000726,4,2016-06-01,Present
ATT000727,4,2016-06-02,Present
ATT000728,4,2016-06-03,Present
ATT000729,5,2015-08-24,Present
ATT000730,5,2015-08-25,Present
ATT000731,5,2015-08-26,Present
ATT000732,5,2015-08-27,Tardy
ATT000733,5,2015-08-28,Present
ATT000734,5,2015-08-31,Excused
ATT000735,5,2015-09-01,Present
ATT000736,5,2015-09-02,Present
ATT000737,5,2015-09-03,Present
ATT000738,5,2015-09-04,Present
ATT000739,5,2015-09-08,Excused
ATT000740,5,2015-09-09,Present
ATT000741,5,2015-09-10,Present
ATT000742,5,2015-09-11,Present
ATT000743,5,2015-09-14,Present
ATT000744,5,2015-09-15,Present
ATT000745,5,2015-09-16,Present
ATT000746,5,2015-09-17,Present
ATT000747,5,2015-09-18,Present
ATT000748,5,2015-09-21,Present
ATT000749,5,2015-09-22,Present
ATT000750,5,2015-09-23,Present
ATT000751,5,2015-09-24,Present
ATT000752,5,2015-09-25,Present
ATT000753,5,2015-09-28,Present
ATT000754,5,2015-09-29,Present
ATT000755,5,2015-09-30,Present
ATT000756,5,2015-10-01,Present
ATT000757,5,2015-10-02,Present
ATT000758,5,2015-10-05,Present
ATT000759,5,2015-10-06,Present
ATT000760,5,2015-10-07,Present
ATT000761,5,2015-10-08,Present
ATT000762,5,2015-10-09,Present
ATT000763,5,2015-10-13,Present
ATT000764,5,2015-10-14,Present
ATT000765,5,2015-10-15,Present
ATT000766,5,2015-10-16,Present
ATT000767,5,2015-10-19,Present
ATT000768,5,2015-10-20,Present
ATT000769,5,2015-10-21,Present
ATT000770,5,2015-10-22,Present
ATT000771,5,2015-10-23,Present
