student_id,first_name,last_name,gender,date_of_birth,grade_level_id,school_year_id,created_at,updated_at
137,Roseann,Villarreal,Female,2001-09-10,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
138,Leonor,Richmond,Female,2002-09-06,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
139,Louie,Richmond,Male,2003-05-03,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
140,Brooke,Richmond,Female,2004-07-19,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
141,Graciela,Malone,Female,2009-06-06,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
142,Thaddeus,Fisher,Male,2002-06-20,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
143,Wilma,Fisher,Female,2003-04-09,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
144,Lilian,Fisher,Female,2004-11-18,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
145,Peter,Santana,Male,2008-12-05,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
146,Nellie,Santana,Female,2009-06-19,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
147,Beverly,Welch,Female,2005-12-17,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
148,Gloria,Nielsen,Female,2003-03-09,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
149,Kyle,Nielsen,Male,2004-11-09,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
150,Jefferey,Nielsen,Male,2005-09-27,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
151,Beatrice,Nielsen,Female,2006-06-17,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
152,Thurman,Snow,Male,2010-03-17,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
153,Elizabeth,Snow,Female,2010-07-21,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
154,Mitchell,Huff,Male,2001-11-07,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
155,Gay,Huff,Female,2002-07-04,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
156,Robby,Huff,Male,2003-09-21,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
157,Nellie,Huff,Female,2004-12-19,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
158,Normand,Harrington,Male,2007-06-15,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
159,Patrick,Harrington,Male,2008-01-14,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
160,Krista,Harrington,Female,2009-11-12,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
161,Daphne,Harrington,Female,2010-04-11,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
162,Eduardo,Solis,Male,2002-08-20,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
163,Iva,Solis,Female,2003-10-03,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
164,Janelle,Solis,Female,2004-05-11,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
165,Georgette,Kinney,Female,2009-06-07,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
166,Nadia,Kinney,Female,2010-07-04,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
167,Landon,Kinney,Male,2010-12-24,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
168,Brandie,Morrison,Female,2010-12-10,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
169,Melvin,Morrison,Male,2012-02-20,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
170,Pasquale,Charles,Male,2006-05-21,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
171,Jan,Charles,Female,2007-01-04,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
172,Ingrid,Charles,Female,2008-11-07,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
173,Isabel,Lucas,Female,2003-05-07,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
174,Brianna,Bowers,Female,2008-05-23,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
175,Calvin,Bowers,Male,2009-06-03,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
176,Crystal,Burt,Female,2000-11-14,12,1,2025-07-26 18:07:00,2025-07-26 18:07:00
177,Lindsay,Glass,Female,2000-03-01,12,1,2025-07-26 18:07:00,2025-07-26 18:07:00
178,Velma,Glass,Female,2001-01-25,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
179,Royal,Glass,Male,2002-08-15,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
180,Glenda,Gates,Female,2005-10-22,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
181,Robert,Chapman,Female,2008-06-10,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
182,Deann,Chapman,Female,2009-07-21,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
183,Clarence,Chapman,Male,2010-04-14,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
184,Kareem,Horton,Male,2001-08-18,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
185,Hollie,Horton,Female,2002-01-06,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
186,Amado,Anthony,Male,2010-09-17,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
187,Guadalupe,Anthony,Female,2010-08-24,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
188,Terra,Brock,Female,2003-04-07,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
189,Arnold,Lowery,Male,2002-01-06,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
190,Nichole,Lowery,Female,2003-01-06,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
191,Cary,Glover,Male,2007-02-04,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
192,Heather,Glover,Female,2008-04-22,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
193,Ellen,Glover,Female,2009-12-26,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
194,Sharon,Glover,Female,2010-10-21,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
195,Antone,Glover,Male,2011-04-04,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
196,Aline,Mays,Female,2007-11-10,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
197,Claudette,Matthews,Female,2006-02-09,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
198,Leah,Yates,Female,2002-12-11,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
199,Elma,Clark,Female,2006-01-02,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
200,Rhonda,Clark,Female,2007-08-23,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
201,Royal,Clark,Male,2008-09-23,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
202,Cecelia,Hayes,Female,2003-03-03,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
203,John,Hayes,Male,2004-03-26,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
204,Traci,Daniels,Female,2006-12-23,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
205,Frances,Hall,Female,2001-02-06,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
206,Alyce,Stewart,Female,2000-08-10,12,1,2025-07-26 18:07:00,2025-07-26 18:07:00
207,Stephen,Stewart,Male,2001-07-26,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
208,Delmar,Stewart,Male,2002-07-18,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
209,Dee,Stewart,Female,2003-01-08,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
210,Elnora,White,Female,2004-08-13,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
211,Raquel,Blanchard,Female,2006-11-13,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
212,Tony,Erickson,Male,2007-05-14,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
213,James,Erickson,Female,2008-04-18,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
214,Colleen,Sullivan,Female,2001-02-20,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
215,Susana,Wilcox,Female,2005-07-10,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
216,Helen,Giles,Female,2001-09-01,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
217,Brady,Giles,Male,2002-12-26,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
218,Juliana,Hampton,Female,2005-07-16,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
219,Jeri,Hampton,Female,2006-01-28,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
220,Arnulfo,Hampton,Male,2007-09-04,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
221,Brooks,Hampton,Male,2008-05-12,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
222,Lucas,Graham,Male,2010-07-10,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
223,Carolina,Graham,Female,2010-03-12,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
224,Ada,King,Female,2004-12-13,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
225,Yesenia,King,Female,2005-04-22,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
226,Eliseo,King,Male,2006-02-13,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
227,Kaitlin,Shaffer,Female,2008-04-13,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
228,Teri,Head,Female,2009-10-12,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
229,Myles,Ford,Male,2008-10-14,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
230,Esmeralda,Ford,Female,2009-01-24,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
231,Guadalupe,Alvarez,Female,2005-01-22,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
232,Amado,Alvarez,Male,2006-05-01,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
233,Anderson,Mcintosh,Male,2001-08-15,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
234,Gena,Mcintosh,Female,2002-11-19,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
235,Beryl,Cameron,Female,2010-02-07,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
236,Wilbert,House,Male,2012-02-01,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
237,Hope,House,Female,2010-07-05,0,1,2025-07-26 18:07:00,2025-07-26 18:07:00
238,Patrica,House,Female,2012-08-27,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
239,Jake,Cochran,Male,2006-09-19,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
240,Lupe,Cochran,Female,2007-02-03,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
241,Misty,Buckner,Female,2012-12-26,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
242,Cynthia,Barrera,Female,2005-04-11,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
243,Max,Barrera,Male,2006-05-22,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
244,Jan,Barrera,Male,2007-11-21,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
245,Savannah,Barrera,Female,2008-01-13,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
246,Blake,Cannon,Male,2004-05-19,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
247,Juliana,Cannon,Female,2005-06-05,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
248,Grover,Cannon,Male,2006-11-02,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
249,Annie,Cannon,Female,2007-03-08,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
250,Jesus,Woodard,Male,2003-09-02,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
251,Karina,Woodard,Female,2004-02-27,8,1,2025-07-26 18:07:00,2025-07-26 18:07:00
252,Neal,Woodard,Male,2005-04-02,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
253,Sadie,Woodard,Female,2006-09-14,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
254,Lauren,Shannon,Female,2002-12-04,10,1,2025-07-26 18:07:00,2025-07-26 18:07:00
255,Carroll,Shannon,Male,2003-07-03,9,1,2025-07-26 18:07:00,2025-07-26 18:07:00
256,Lorrie,Park,Female,2011-10-14,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
257,Bruce,Park,Male,2012-10-26,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
258,Marta,Hickman,Female,2012-05-21,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
259,Nannie,Wong,Female,2008-03-11,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
260,Jolene,Craig,Female,2006-02-05,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
261,Fredric,Craig,Male,2007-04-23,5,1,2025-07-26 18:07:00,2025-07-26 18:07:00
262,Issac,Craig,Male,2008-04-08,4,1,2025-07-26 18:07:00,2025-07-26 18:07:00
263,Maribel,Craig,Female,2009-12-03,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
264,Mae,Craig,Female,2010-11-02,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
265,Stacey,Cervantes,Female,2006-02-07,6,1,2025-07-26 18:07:00,2025-07-26 18:07:00
266,Gayle,Franco,Female,2005-06-28,7,1,2025-07-26 18:07:00,2025-07-26 18:07:00
267,Eileen,Holmes,Female,2012-04-24,1,1,2025-07-26 18:07:00,2025-07-26 18:07:00
268,Gale,Dillon,Female,2009-05-10,3,1,2025-07-26 18:07:00,2025-07-26 18:07:00
269,Barry,Dillon,Male,2010-09-03,2,1,2025-07-26 18:07:00,2025-07-26 18:07:00
270,Lawanda,Griffin,Female,2001-08-10,11,1,2025-07-26 18:07:00,2025-07-26 18:07:00
